Meet Name,Event Name,Board,Diver Name,Team,University Name,Athletic Division,Athletic Conference,Score,Place,Total DD,Num Dives
2026 NCAA ZONE C CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Daryn Wright,PUR,Purdue University,D1,Big Ten,650.3,3,16.5,6
2026 NCAA ZONE C CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Kiarra Milligan,MICH,University of Michigan,D1,Big Ten,632.65,4,16.5,6
2026 NCAA ZONE C CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Mia Prusiecki,OSU,Ohio State University,D1,Big Ten,622.95,5,16.4,6
2026 NCAA ZONE C CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Grace Courtney,ND,University of Notre Dame,D1,ACC,621.05,6,16.8,6
2026 NCAA ZONE C CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Avery Worobel,PUR,Purdue University,D1,Big Ten,609.05,7,16.5,6
2026 NCAA ZONE C CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Ella Roselli,IND,Indiana University,D1,Big Ten,583.55,8,16.3,6
2026 NCAA ZONE C CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Kristy Pfaff,UK,University of Kentucky,D1,SEC,583.3,9,16.9,6
2026 NCAA ZONE C CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Michelle Mazzara,OSU,Ohio State University,D1,Big Ten,576,10,16.5,6
2026 NCAA ZONE C CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Amelia Rinehart,PUR,Purdue University,D1,Big Ten,574,11,16.9,6
2026 NCAA ZONE C CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Caroline Brady,ND,University of Notre Dame,D1,ACC,570.9,12,16.4,6
2026 NCAA ZONE C CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Zalika Methula,UK,University of Kentucky,D1,SEC,567.5,13,16.5,6
2026 NCAA ZONE C CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Hannah Newbrook,OSU,Ohio State University,D1,Big Ten,566.25,14,15.2,6
2026 NCAA ZONE C CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Chloe Sharpe,NU,Northwestern University,D1,Big Ten,559.35,15,16.5,6
2026 NCAA ZONE C CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Brooklyn Petit,OSU,Ohio State University,D1,Big Ten,543,16,16.8,6
2026 NCAA ZONE C CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Sammantha Helmboldt,UL,University of Louisville,D1,ACC,532.1,17,16.6,6
2026 NCAA ZONE C CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Devynn Bishop,UK,University of Kentucky,D1,SEC,530.25,18,16.4,6
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Ella Roselli,IND,Indiana University,D1,Big Ten,335.4,1,14.8,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Hannah Newbrook,OSU,Ohio State University,D1,Big Ten,281.5,2,15.4,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Mia Prusiecki,OSU,Ohio State University,D1,Big Ten,280.15,3,14.9,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Brooklyn Petit,OSU,Ohio State University,D1,Big Ten,279.55,4,14.3,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Daryn Wright,PUR,Purdue University,D1,Big Ten,260.1,5,15.6,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Kaylee Bishop,IND,Indiana University,D1,Big Ten,255.05,6,13.3,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Sammantha Helmboldt,UL,University of Louisville,D1,ACC,247.8,7,14,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Mary Kate Cavanaugh,IND,Indiana University,D1,Big Ten,246.2,8,13.9,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Langely Petersen,UCIN,University of Cincinnati,D1,Big 12,243.3,9,13.4,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Isabella Chen,NU,Northwestern University,D1,Big Ten,242.55,10,13.1,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Devynn Bishop,UK,University of Kentucky,D1,SEC,227.2,11,14.5,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Aoi Kondo,MICH,University of Michigan,D1,Big Ten,223.85,12,13.5,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Avery Giese,UK,University of Kentucky,D1,SEC,222,13,13.7,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Lena Hentschel,OSU,Ohio State University,D1,Big Ten,219.7,14,14,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Samantha Keith,UL,University of Louisville,D1,ACC,212.55,15,14.4,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Audree Brazeau-howes,UL,University of Louisville,D1,ACC,211.85,16,14.4,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Michelle Mazzara,OSU,Ohio State University,D1,Big Ten,204.4,17,12.5,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Hanna Held,YSU,Youngstown State University,D1,Horizon League,202.95,18,12.2,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Amelia Rinehart,PUR,Purdue University,D1,Big Ten,199.1,19,12.7,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Meg  Lupa,EMIU,Eastern Michigan University,D1,MAC,198.2,20,12.2,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Bethany Mercer,UIUC,University of Illinois,D1,Big Ten,192.05,21,12.8,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Chloe Sharpe,NU,Northwestern University,D1,Big Ten,187,22,12.5,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Kaitlin Simons,PUR,Purdue University,D1,Big Ten,181.3,23,11.2,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Ruth Mccranie,PUR,Purdue University,D1,Big Ten,177.15,24,12.5,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Natalia Mayorga Flores,BGSU,Bowling Green State University,D1,MAC,173.45,25,12.9,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Katlyn Raby,ND,University of Notre Dame,D1,ACC,164.65,26,14.3,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Hannah Newbrook,OSU,Ohio State University,D1,Big Ten,595.2,1,15.4,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Ella Roselli,IND,Indiana University,D1,Big Ten,586.05,2,13.7,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Daryn Wright,PUR,Purdue University,D1,Big Ten,585,3,15.6,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Mia Prusiecki,OSU,Ohio State University,D1,Big Ten,557.15,4,14.9,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Brooklyn Petit,OSU,Ohio State University,D1,Big Ten,525.75,5,14.3,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Mary Kate Cavanaugh,IND,Indiana University,D1,Big Ten,494.6,6,13.9,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Kaylee Bishop,IND,Indiana University,D1,Big Ten,489.3,7,13.3,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Sammantha Helmboldt,UL,University of Louisville,D1,ACC,484.15,8,14,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Samantha Keith,UL,University of Louisville,D1,ACC,483.3,9,14.4,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Isabella Chen,NU,Northwestern University,D1,Big Ten,478.95,10,13.1,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Lena Hentschel,OSU,Ohio State University,D1,Big Ten,459.35,11,13.4,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Langely Petersen,UCIN,University of Cincinnati,D1,Big 12,450,12,13.4,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Aoi Kondo,MICH,University of Michigan,D1,Big Ten,439.5,13,13.5,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Devynn Bishop,UK,University of Kentucky,D1,SEC,432.8,14,14.5,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Avery Giese,UK,University of Kentucky,D1,SEC,422.25,15,13.7,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Audree Brazeau-howes,UL,University of Louisville,D1,ACC,415.3,16,14.4,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Hanna Held,YSU,Youngstown State University,D1,Horizon League,407.25,17,12.2,5
2026 NCAA ZONE C CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Michelle Mazzara,OSU,Ohio State University,D1,Big Ten,403.7,18,12.5,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Shiyun Lai,KANS,University of Kansas,D1,Big 12,329,1,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Elna Widerstrom,UMIN,University of Minnesota,D1,Big Ten,328.15,2,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Lotti Hubert,UARK,University of Arkansas,D1,SEC,298.05,3,14.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Viviana Del Angel,UMIN,University of Minnesota,D1,Big Ten,294.4,4,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Maria Sanchez - Moreno,UARK,University of Arkansas,D1,SEC,291.25,5,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Joslyn Oakley,TAM,Texas A&M University,D1,SEC,290.9,6,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Adeline Albrecht,UMIN,University of Minnesota,D1,Big Ten,286.55,7,14.9,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Bayleigh Cranford,TEX,University of Texas,D1,SEC,283.25,8,15.2,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Abigail Baxter,UNL,University of Nebraska,D1,Big Ten,275.95,9,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Zita Bernatsky,IA,University of Iowa,D1,Big Ten,275.9,10,14.4,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Kamryn Wong,UNT,University of North Texas,D1,AAC,275.85,11,14.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Caroline Kupka,TEX,University of Texas,D1,SEC,275,12,14.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Michelle McLeod,HU,University of Houston,D1,Big 12,274.4,13,14.4,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Lize Lukas van Leeuwen,KANS,University of Kansas,D1,Big 12,271.25,14,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Malea Martinez,UARK,University of Arkansas,D1,SEC,268.9,15,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Bridget Foster,TAM,Texas A&M University,D1,SEC,267.8,16,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Julie Moons,TAM,Texas A&M University,D1,SEC,265.3,17,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Kelsey Clairmont,UNL,University of Nebraska,D1,Big Ten,263.6,18,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Amanda Stalfort,TEX,University of Texas,D1,SEC,263.1,19,14.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Bryze Sanchez,UARK,University of Arkansas,D1,SEC,260.5,20,14,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Julia Herring,WISC,University of Wisconsin,D1,Big Ten,260,21,14.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Manou Meulebeek,UTRG,UT Rio Grande Valley (UTRGV),D1,MPSF ,258.95,22,14.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Lauren French,UARK,University of Arkansas,D1,SEC,257.25,23,14.3,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Gabrielle Filzen,TAM,Texas A&M University,D1,SEC,254.75,24,14.3,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Ryane Neal,WISC,University of Wisconsin,D1,Big Ten,253,25,14.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Mia Henninger,MIZ,University of Missouri,D1,SEC,252.55,26,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Gabby Mauder,UMIN,University of Minnesota,D1,Big Ten,252.4,27,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Sydney Guidara,UNT,University of North Texas,D1,AAC,251.75,28,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Geneva Pauly,IA,University of Iowa,D1,Big Ten,250.7,29,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Maisy Woloszyn,HU,University of Houston,D1,Big 12,249.95,30,14.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Macey Oppliger,SMU,Southern Methodist University,D1,ACC,246.1,31,14.4,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Abigail Tollefson,ISU,Iowa State University,D1,Big 12,245.1,32,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Maggie Bendell,ISU,Iowa State University,D1,Big 12,243.65,33,14.4,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Megan Jolly,MIZ,University of Missouri,D1,SEC,241.25,34,14.4,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Amelia Sharp,UNT,University of North Texas,D1,AAC,240.4,35,14.4,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Lainey Woodward,IA,University of Iowa,D1,Big Ten,239.9,36,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Iona Moffat,ISU,Iowa State University,D1,Big 12,239,37,13.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Katherine Mitchell,ISU,Iowa State University,D1,Big 12,238.1,38,14.2,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Frankie Webb,UNL,University of Nebraska,D1,Big Ten,237.15,39,14.1,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Zara Karimi,WISC,University of Wisconsin,D1,Big Ten,232.75,40,14,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Kanah Pumphrey,UARK,University of Arkansas,D1,SEC,232.6,41,14.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Morgan Robson,RICE,Rice University,D1,AAC,231.5,42,14.2,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Maizie Sanchez,UARK,University of Arkansas,D1,SEC,229.45,43,14,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Leah Fletcher,TCU,Texas Christian University,D1,Big 12,228.35,44,13.3,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Antonina Harned,RICE,Rice University,D1,AAC,227.8,45,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Eszter Kovacs,TCU,Texas Christian University,D1,Big 12,227.35,46,14,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Emma Herrera,TCU,Texas Christian University,D1,Big 12,226.25,47,14.4,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Elizabeth Brewer,TU,Towson University,D1,CAA,224.9,48,14,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Allyson Blumenfeld,ISU,Iowa State University,D1,Big 12,223.8,49,14.1,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Jade Hazes,ISU,Iowa State University,D1,Big 12,223.75,50,14.3,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Stephanie Avram,IA,University of Iowa,D1,Big Ten,220.2,51,13.3,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Lauren Cey,TCU,Texas Christian University,D1,Big 12,202.7,52,14,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Ava Snyder,OMAH,University of Nebraska Omaha,D1,Summit League,201.8,53,14.6,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Vivian Kinnard,WISC,University of Wisconsin,D1,Big Ten,195.65,54,14.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Avery Hogan,UNI,University of Northern Iowa,D1,MVC,188.55,55,14.3,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Final),1m,Elna Widerstrom,UMIN,University of Minnesota,D1,Big Ten,652.95,1,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Final),1m,Shiyun Lai,KANS,University of Kansas,D1,Big 12,647.15,2,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Final),1m,Viviana Del Angel,UMIN,University of Minnesota,D1,Big Ten,590.45,3,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Final),1m,Joslyn Oakley,TAM,Texas A&M University,D1,SEC,589.55,4,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Final),1m,Lotti Hubert,UARK,University of Arkansas,D1,SEC,589.1,5,14.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Final),1m,Abigail Baxter,UNL,University of Nebraska,D1,Big Ten,585.05,6,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Final),1m,Bayleigh Cranford,TEX,University of Texas,D1,SEC,584.4,7,15.2,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Final),1m,Caroline Kupka,TEX,University of Texas,D1,SEC,580.9,8,14.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Final),1m,Maria Sanchez - Moreno,UARK,University of Arkansas,D1,SEC,577.55,9,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Final),1m,Adeline Albrecht,UMIN,University of Minnesota,D1,Big Ten,568.85,10,14.9,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Final),1m,Michelle McLeod,HU,University of Houston,D1,Big 12,554.7,11,14.4,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Final),1m,Kamryn Wong,UNT,University of North Texas,D1,AAC,554.5,12,14.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Final),1m,Lize Lukas van Leeuwen,KANS,University of Kansas,D1,Big 12,551.25,13,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Final),1m,Malea Martinez,UARK,University of Arkansas,D1,SEC,551.15,14,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Final),1m,Zita Bernatsky,IA,University of Iowa,D1,Big Ten,549.6,15,14.4,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Final),1m,Kelsey Clairmont,UNL,University of Nebraska,D1,Big Ten,546,16,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Final),1m,Bridget Foster,TAM,Texas A&M University,D1,SEC,536.15,17,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Final),1m,Julie Moons,TAM,Texas A&M University,D1,SEC,514.05,18,14.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Bayleigh Cranford,TEX,University of Texas,D1,SEC,353.5,1,16.9,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Elna Widerstrom,UMIN,University of Minnesota,D1,Big Ten,352.05,2,17.7,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Viviana Del Angel,UMIN,University of Minnesota,D1,Big Ten,341.15,3,16.9,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Maria Sanchez - Moreno,UARK,University of Arkansas,D1,SEC,340.65,4,17.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Abigail Baxter,UNL,University of Nebraska,D1,Big Ten,326.75,5,17,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Shiyun Lai,KANS,University of Kansas,D1,Big 12,325.2,6,17.2,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Kamryn Wong,UNT,University of North Texas,D1,AAC,323.7,7,16.9,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Michelle McLeod,HU,University of Houston,D1,Big 12,307.4,8,16.3,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Megan Jolly,MIZ,University of Missouri,D1,SEC,305.15,9,17.1,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Maisy Woloszyn,HU,University of Houston,D1,Big 12,302.45,10,16.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Amanda Stalfort,TEX,University of Texas,D1,SEC,302.05,11,16.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Caroline Roelen,HU,University of Houston,D1,Big 12,300.6,12,15.9,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Gabrielle Filzen,TAM,Texas A&M University,D1,SEC,299.95,13,16.1,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Malea Martinez,UARK,University of Arkansas,D1,SEC,297.9,14,16.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Lotti Hubert,UARK,University of Arkansas,D1,SEC,295.25,15,16.9,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Zita Bernatsky,IA,University of Iowa,D1,Big Ten,288.25,16,15.9,6
