Meet Name,Event Name,Board,Diver Name,Team,University Name,Athletic Division,Athletic Conference,Score,Place,Total DD,Num Dives
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Chelsey Dorosh,UNLV,UNLV,D1,Mountain West,236.45,19,15.1,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Isabelle Wright,NEV,"University of Nevada, Reno",D1,Mountain West,232.65,20,13.8,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Keira Kuderka,SDSU,San Diego State University,D1,Mountain West,228.15,21,13.8,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Esme Abbadi-macintosh,UNM,University of New Mexico,D1,Mountain West,225.5,22,14.4,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Reed Moyer,UNM,University of New Mexico,D1,Mountain West,217.45,23,14.2,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Madeline Kwok,SJSU,San Jose State University,D1,Mountain West,216.9,24,14.2,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Grace Ally,FS,Fresno State,D1,Mountain West,215.65,25,14.4,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Rithika Colvin,UNM,University of New Mexico,D1,Mountain West,214.95,26,14.4,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Juliana Dodd,CSU,Colorado State University,D1,Mountain West,213.75,27,14.2,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Brooke Woeslaw,GCU,Grand Canyon University,D1,WAC,211.55,28,14.4,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Vera Brewer,NEV,"University of Nevada, Reno",D1,Mountain West,211.4,29,14.4,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Parker Connor,FS,Fresno State,D1,Mountain West,207.6,30,13.7,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Margaret Di Scipio,CSU,Colorado State University,D1,Mountain West,204.55,31,14,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Lexton Gregory,AFA,U.S. Air Force Academy,D1,Mountain West,193.45,32,14.1,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Samantha Mandeville,WYO,University of Wyoming,D1,Mountain West,190.4,33,13.9,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Citlali Ruiz Rocandio,NEV,"University of Nevada, Reno",D1,Mountain West,187.05,34,14,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Aubrianna Crutchfield,SJSU,San Jose State University,D1,Mountain West,172.15,35,12.2,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Lucinda Harrison,GCU,Grand Canyon University,D1,WAC,170.9,36,13.9,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Wylde Chupich,UNLV,UNLV,D1,Mountain West,169.95,37,14.8,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Zoe Rinon,UNM,University of New Mexico,D1,Mountain West,157.35,38,13.3,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Madelyn Mercer,AFA,U.S. Air Force Academy,D1,Mountain West,153.4,39,12.3,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Final),1m,Alicia Gonzalez Saenz De Jubera,WYO,University of Wyoming,D1,Mountain West,333.75,1,15.4,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Final),1m,Bailey Heydra,NEV,"University of Nevada, Reno",D1,Mountain West,315.8,2,14.8,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Final),1m,Isabella Gomez,SDSU,San Diego State University,D1,Mountain West,311.45,3,14.4,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Final),1m,Belen  Cano,SDSU,San Diego State University,D1,Mountain West,308.6,4,14.1,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Final),1m,Natalia Bedolla,FS,Fresno State,D1,Mountain West,308,5,14.7,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Final),1m,Alice English,UNM,University of New Mexico,D1,Mountain West,292.15,6,14.8,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Final),1m,Alina Skrocki,SDSU,San Diego State University,D1,Mountain West,276.65,7,14.8,6
2026 Mountain West Conference Diving Championships,Women 1m Championship (6 Dives) (Final),1m,Allyse Abbott,UNLV,UNLV,D1,Mountain West,270.2,8,14.7,6
2026 Mountain West Conference Diving Championships,Women 1m Champ.(6 Dives) CONSOL. (Final),1m,Chloe Perkins,AFA,U.S. Air Force Academy,D1,Mountain West,279.9,1,13.7,6
2026 Mountain West Conference Diving Championships,Women 1m Champ.(6 Dives) CONSOL. (Final),1m,Kacey Hu,AFA,U.S. Air Force Academy,D1,Mountain West,275.3,2,14,6
2026 Mountain West Conference Diving Championships,Women 1m Champ.(6 Dives) CONSOL. (Final),1m,Lulu Semakula,AFA,U.S. Air Force Academy,D1,Mountain West,274.95,3,14.8,6
2026 Mountain West Conference Diving Championships,Women 1m Champ.(6 Dives) CONSOL. (Final),1m,Natalie Six,WYO,University of Wyoming,D1,Mountain West,269.4,4,13.5,6
2026 Mountain West Conference Diving Championships,Women 1m Champ.(6 Dives) CONSOL. (Final),1m,Elinor Windram,SJSU,San Jose State University,D1,Mountain West,255.65,5,14,6
2026 Mountain West Conference Diving Championships,Women 1m Champ.(6 Dives) CONSOL. (Final),1m,Sophia Hineline,SDSU,San Diego State University,D1,Mountain West,248.2,6,13.9,6
2026 Mountain West Conference Diving Championships,Women 1m Champ.(6 Dives) CONSOL. (Final),1m,Riley Lee,CSU,Colorado State University,D1,Mountain West,229.6,7,14.7,6
2026 Mountain West Conference Diving Championships,Women 1m Champ.(6 Dives) CONSOL. (Final),1m,Meja Palmer,SDSU,San Diego State University,D1,Mountain West,227.6,8,14.5,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Bailey Heydra,NEV,"University of Nevada, Reno",D1,Mountain West,321,1,17.4,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Alicia Gonzalez Saenz De Jubera,WYO,University of Wyoming,D1,Mountain West,313.3,2,18.1,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Isabella Gomez,SDSU,San Diego State University,D1,Mountain West,308,3,16.5,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Belen  Cano,SDSU,San Diego State University,D1,Mountain West,298.3,4,15.6,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Natalia Bedolla,FS,Fresno State,D1,Mountain West,295.55,5,15.9,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Sydney Ovesen,CSU,Colorado State University,D1,Mountain West,277.25,6,16.4,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Alina Skrocki,SDSU,San Diego State University,D1,Mountain West,273.5,7,17.1,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Lexton Gregory,AFA,U.S. Air Force Academy,D1,Mountain West,272.35,8,16.4,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Chelsey Dorosh,UNLV,UNLV,D1,Mountain West,269.4,9,16,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Margaret Di Scipio,CSU,Colorado State University,D1,Mountain West,269.3,10,14.5,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Allyse Abbott,UNLV,UNLV,D1,Mountain West,268.95,11,15.6,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Kacey Hu,AFA,U.S. Air Force Academy,D1,Mountain West,259.9,12,15.2,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Natalie Six,WYO,University of Wyoming,D1,Mountain West,255.65,13,15.1,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Elinor Windram,SJSU,San Jose State University,D1,Mountain West,251.1,14,14.9,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Lulu Semakula,AFA,U.S. Air Force Academy,D1,Mountain West,250.9,15,16.5,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Isabelle Wright,NEV,"University of Nevada, Reno",D1,Mountain West,250.55,16,15.6,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Alice English,UNM,University of New Mexico,D1,Mountain West,249.9,17,15.4,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Grace Ally,FS,Fresno State,D1,Mountain West,249.3,18,15.3,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Keira Kuderka,SDSU,San Diego State University,D1,Mountain West,247.1,19,14.5,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Juliana Dodd,CSU,Colorado State University,D1,Mountain West,237.65,20,15.6,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Citlali Ruiz Rocandio,NEV,"University of Nevada, Reno",D1,Mountain West,234.85,21,15.9,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Madeline Kwok,SJSU,San Jose State University,D1,Mountain West,234.6,22,15.1,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Reed Moyer,UNM,University of New Mexico,D1,Mountain West,234.3,23,14.5,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Parker Connor,FS,Fresno State,D1,Mountain West,232.1,24,13.4,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Meja Palmer,SDSU,San Diego State University,D1,Mountain West,229.85,25,15.9,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Riley Lee,CSU,Colorado State University,D1,Mountain West,223.85,26,15.7,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Chloe Perkins,AFA,U.S. Air Force Academy,D1,Mountain West,220.9,27,16.5,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Esme Abbadi-macintosh,UNM,University of New Mexico,D1,Mountain West,220.1,28,15.2,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Sophia Hineline,SDSU,San Diego State University,D1,Mountain West,213.7,29,15.3,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Rithika Colvin,UNM,University of New Mexico,D1,Mountain West,210.85,30,14.7,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Cayla Jaffe,AFA,U.S. Air Force Academy,D1,Mountain West,210.7,31,15.9,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Samantha Mandeville,WYO,University of Wyoming,D1,Mountain West,207.2,32,13.9,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Vera Brewer,NEV,"University of Nevada, Reno",D1,Mountain West,206.05,33,15.2,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Zoe Rinon,UNM,University of New Mexico,D1,Mountain West,199,34,13.6,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Madelyn Mercer,AFA,U.S. Air Force Academy,D1,Mountain West,196.95,35,13,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Brooke Woeslaw,GCU,Grand Canyon University,D1,WAC,185.7,36,16.1,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Lucinda Harrison,GCU,Grand Canyon University,D1,WAC,185,37,15.8,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Aubrianna Crutchfield,SJSU,San Jose State University,D1,Mountain West,181.95,38,12.6,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Final),3m,Bailey Heydra,NEV,"University of Nevada, Reno",D1,Mountain West,377,1,17.4,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Final),3m,Alicia Gonzalez Saenz De Jubera,WYO,University of Wyoming,D1,Mountain West,355.55,2,18.1,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Final),3m,Isabella Gomez,SDSU,San Diego State University,D1,Mountain West,327.95,3,16.5,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Final),3m,Belen  Cano,SDSU,San Diego State University,D1,Mountain West,324.95,4,15.6,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Final),3m,Lexton Gregory,AFA,U.S. Air Force Academy,D1,Mountain West,319.4,5,16.4,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Final),3m,Natalia Bedolla,FS,Fresno State,D1,Mountain West,305.85,6,15.9,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Final),3m,Alina Skrocki,SDSU,San Diego State University,D1,Mountain West,299.45,7,17.1,6
2026 Mountain West Conference Diving Championships,Women 3m Championship (6 Dives) (Final),3m,Sydney Ovesen,CSU,Colorado State University,D1,Mountain West,251.65,8,16.4,6
2026 Mountain West Conference Diving Championships,Women 3m Champ.(6 Dives) CONSOL. (Final),3m,Lulu Semakula,AFA,U.S. Air Force Academy,D1,Mountain West,286.65,1,16.5,6
2026 Mountain West Conference Diving Championships,Women 3m Champ.(6 Dives) CONSOL. (Final),3m,Allyse Abbott,UNLV,UNLV,D1,Mountain West,275.15,2,15.6,6
2026 Mountain West Conference Diving Championships,Women 3m Champ.(6 Dives) CONSOL. (Final),3m,Kacey Hu,AFA,U.S. Air Force Academy,D1,Mountain West,274.95,3,15.2,6
2026 Mountain West Conference Diving Championships,Women 3m Champ.(6 Dives) CONSOL. (Final),3m,Natalie Six,WYO,University of Wyoming,D1,Mountain West,272.4,4,15.1,6
2026 Mountain West Conference Diving Championships,Women 3m Champ.(6 Dives) CONSOL. (Final),3m,Elinor Windram,SJSU,San Jose State University,D1,Mountain West,263.85,5,14.9,6
2026 Mountain West Conference Diving Championships,Women 3m Champ.(6 Dives) CONSOL. (Final),3m,Margaret Di Scipio,CSU,Colorado State University,D1,Mountain West,258.25,6,14.5,6
2026 Mountain West Conference Diving Championships,Women 3m Champ.(6 Dives) CONSOL. (Final),3m,Chelsey Dorosh,UNLV,UNLV,D1,Mountain West,244.9,7,16,6
2026 Mountain West Conference Diving Championships,Women 3m Champ.(6 Dives) CONSOL. (Final),3m,Isabelle Wright,NEV,"University of Nevada, Reno",D1,Mountain West,240.8,8,15.6,6
2026 Mountain West Conference Diving Championships,Women Platform (5 Dives) CONSOL. (Final),Platform,Sophia Hineline,SDSU,San Diego State University,D1,Mountain West,252,1,13.5,5
2026 Mountain West Conference Diving Championships,Women Platform (5 Dives) CONSOL. (Final),Platform,Allyse Abbott,UNLV,UNLV,D1,Mountain West,231.05,2,12.4,5
2026 Mountain West Conference Diving Championships,Women Platform (5 Dives) CONSOL. (Final),Platform,Lulu Semakula,AFA,U.S. Air Force Academy,D1,Mountain West,229.4,3,13.3,5
2026 Mountain West Conference Diving Championships,Women Platform (5 Dives) CONSOL. (Final),Platform,Parker Connor,FS,Fresno State,D1,Mountain West,218.65,4,11.8,5
2026 Mountain West Conference Diving Championships,Women Platform (5 Dives) CONSOL. (Final),Platform,Alice English,UNM,University of New Mexico,D1,Mountain West,214.65,5,11.7,5
2026 Mountain West Conference Diving Championships,Women Platform (5 Dives) CONSOL. (Final),Platform,Chloe Perkins,AFA,U.S. Air Force Academy,D1,Mountain West,208.65,6,12.8,5
2026 Mountain West Conference Diving Championships,Women Platform (5 Dives) CONSOL. (Final),Platform,Brooke Woeslaw,GCU,Grand Canyon University,D1,WAC,192.7,7,13.1,5
2026 Mountain West Conference Diving Championships,Women Platform (5 Dives) CONSOL. (Final),Platform,Vera Brewer,NEV,"University of Nevada, Reno",D1,Mountain West,190.3,8,12.2,5
